name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,price_category,mileage_category,age_category,log_price,owner_encoded,transmission_encoded,fuel_encoded,seller_type_encoded,brand_encoded,price_category_encoded,mileage_category_encoded,age_category_encoded
Maruti Alto 800 LXI,2015,114999,35000,Petrol,Individual,Manual,First Owner,9,Maruti,Budget,Low,Old,11.652678711655406,0,0,4,1,18,0,0,2
Tata Bolt Quadrajet XE,2017,340000,60000,Diesel,Individual,Manual,First Owner,7,Tata,Mid-Range,Medium,Recent,12.736700896592344,0,0,1,1,25,1,1,1
Maruti Swift ZXI Plus,2020,550000,5000,Petrol,Individual,Manual,First Owner,4,Maruti,Mid-Range,Low,Recent,13.217673557208654,0,0,4,1,18,1,0,1
Chevrolet Aveo U-VA 1.2 LT,2008,114999,70000,Petrol,Individual,Manual,Third Owner,16,Chevrolet,Budget,Medium,Very Old,11.652678711655406,2,0,4,1,3,0,1,3
Maruti Wagon R VXI,2000,105000,80000,Petrol,Individual,Manual,First Owner,24,Maruti,Budget,Medium,Very Old,11.56171562913966,0,0,4,1,18,0,1,3
Maruti Vitara Brezza ZDi,2019,890000,20000,Diesel,Individual,Manual,First Owner,5,Maruti,Premium,Low,Recent,13.698976741708323,0,0,1,1,18,2,0,1
Tata Nexon 1.2 Revotron XZ Plus,2019,715000,8000,Petrol,Individual,Manual,First Owner,5,Tata,Premium,Low,Recent,13.480037821676145,0,0,4,1,25,2,0,1
Hyundai i20 Asta (o),2014,525000,54000,Petrol,Dealer,Manual,Second Owner,10,Hyundai,Mid-Range,Medium,Old,13.17115354157376,1,0,4,0,10,1,1,2
Hyundai i20 Asta 1.2,2014,475000,23122,Petrol,Dealer,Manual,Second Owner,10,Hyundai,Mid-Range,Low,Old,13.071070083016778,1,0,4,0,10,1,0,2
Chevrolet Cruze LT,2012,349000,44500,Diesel,Dealer,Manual,Second Owner,12,Chevrolet,Mid-Range,Low,Old,12.762827201184564,1,0,1,0,3,1,0,2
Volkswagen Polo GTI,2017,825000,13599,Petrol,Dealer,Automatic,First Owner,7,Volkswagen,Premium,Low,Recent,13.623138665316818,0,1,4,0,27,2,0,1
Mahindra Scorpio SLE BSIV,2014,550000,100000,Diesel,Individual,Manual,Second Owner,10,Mahindra,Mid-Range,Medium,Old,13.217673557208654,1,0,1,1,17,1,1,2
Maruti Swift 1.3 VXI ABS,2006,95000,110000,Petrol,Individual,Manual,Third Owner,18,Maruti,Budget,High,Very Old,11.461632170582678,2,0,4,1,18,0,2,3
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,725000,90000,Diesel,Individual,Manual,Second Owner,10,Toyota,Premium,Medium,Old,13.493926933836812,1,0,1,1,26,2,1,2
Tata Tigor 1.2 Revotron XZ Option,2019,670000,17000,Petrol,Individual,Manual,First Owner,5,Tata,Premium,Low,Recent,13.415032991367148,0,0,4,1,25,2,0,1
Maruti Alto LX,2008,65000,140000,Petrol,Individual,Manual,First Owner,16,Maruti,Budget,High,Very Old,11.082142548877775,0,0,4,1,18,0,2,3
Mahindra Xylo D4,2015,500000,50000,Diesel,Individual,Manual,Second Owner,9,Mahindra,Mid-Range,Low,Old,13.122363377404328,1,0,1,1,17,1,0,2
Mahindra KUV 100 mFALCON G80 K8 5str,2017,600000,53000,Petrol,Individual,Manual,First Owner,7,Mahindra,Mid-Range,Medium,Recent,13.304684934198283,0,0,4,1,17,1,1,1
Maruti Wagon R VXI Optional,2017,350000,70000,Petrol,Individual,Manual,Second Owner,7,Maruti,Mid-Range,Medium,Recent,12.765688433465597,1,0,4,1,18,1,1,1
Chevrolet Beat Diesel LT,2012,200000,70000,Diesel,Individual,Manual,Second Owner,12,Chevrolet,Budget,Medium,Old,12.206072645530174,1,0,1,1,3,0,1,2
Hyundai EON Sportz,2012,150000,80000,Petrol,Individual,Manual,First Owner,12,Hyundai,Budget,Medium,Old,11.918390573078392,0,0,4,1,10,0,1,2
Maruti Zen D PS,2003,75000,110000,Diesel,Individual,Manual,Second Owner,21,Maruti,Budget,High,Very Old,11.225243392518447,1,0,1,1,18,0,2,3
Honda Amaze EX i-Dtech,2013,350000,90000,Diesel,Individual,Manual,Second Owner,11,Honda,Mid-Range,Medium,Old,12.765688433465597,1,0,1,1,9,1,1,2
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,1700000,15000,Diesel,Individual,Manual,First Owner,6,Toyota,Luxury,Low,Recent,14.346138809026444,0,0,1,1,26,3,0,1
BMW X1 sDrive20d,2011,890000,86000,Diesel,Individual,Automatic,Second Owner,13,BMW,Premium,Medium,Old,13.698976741708323,1,1,1,1,2,2,1,2
Mahindra Scorpio M2DI,2014,500000,120000,Diesel,Individual,Manual,First Owner,10,Mahindra,Mid-Range,High,Old,13.122363377404328,0,0,1,1,17,1,2,2
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,600000,5200,Petrol,Individual,Manual,First Owner,5,Hyundai,Mid-Range,Low,Recent,13.304684934198283,0,0,4,1,10,1,0,1
Chevrolet Beat LS,2010,99000,60000,Petrol,Individual,Manual,Second Owner,14,Chevrolet,Budget,Medium,Old,11.502875129116727,1,0,4,1,3,0,1,2
Hyundai i10 Era 1.1 iTech SE,2011,235000,46000,Petrol,Individual,Manual,First Owner,13,Hyundai,Budget,Low,Old,12.367340793126296,0,0,4,1,10,0,0,2
Tata Indigo GLX,2006,75000,40000,Petrol,Individual,Manual,Second Owner,18,Tata,Budget,Low,Very Old,11.225243392518447,1,0,4,1,25,0,0,3
Honda City i DTEC VX,2014,600000,90000,Diesel,Individual,Manual,Second Owner,10,Honda,Mid-Range,Medium,Old,13.304684934198283,1,0,1,1,9,1,1,2
Hyundai Verna CRDi 1.6 SX,2019,1000000,25000,Diesel,Individual,Manual,Second Owner,5,Hyundai,Premium,Low,Recent,13.815510557964274,1,0,1,1,10,2,0,1
Hyundai Verna 1.6 SX,2012,390000,90000,Diesel,Individual,Manual,First Owner,12,Hyundai,Mid-Range,Medium,Old,12.873902018105829,0,0,1,1,10,1,1,2
Volkswagen Polo 1.5 TDI Highline,2015,600000,70000,Diesel,Individual,Manual,First Owner,9,Volkswagen,Mid-Range,Medium,Old,13.304684934198283,0,0,1,1,27,1,1,2
Hyundai i20 1.2 Spotz,2017,600000,70000,Petrol,Individual,Manual,Second Owner,7,Hyundai,Mid-Range,Medium,Recent,13.304684934198283,1,0,4,1,10,1,1,1
Hyundai Elite i20 Magna Plus Diesel,2019,730000,35000,Diesel,Individual,Manual,Second Owner,5,Hyundai,Premium,Low,Recent,13.500799813124575,1,0,1,1,10,2,0,1
Hyundai Grand i10 1.2 Kappa Magna AT,2017,450000,12700,Petrol,Individual,Automatic,First Owner,7,Hyundai,Mid-Range,Low,Recent,13.017002861746503,0,1,4,1,10,1,0,1
Maruti Ritz LDi,2011,250000,80000,Diesel,Individual,Manual,First Owner,13,Maruti,Budget,Medium,Old,12.429216196844383,0,0,1,1,18,0,1,2
Mahindra XUV500 W10 2WD,2018,1400000,20000,Diesel,Individual,Manual,First Owner,6,Mahindra,Luxury,Low,Recent,14.151982794585487,0,0,1,1,17,3,0,1
Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Individual,Manual,First Owner,6,Renault,Budget,Low,Recent,12.611537753638338,0,0,4,1,23,0,0,1
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Individual,Manual,First Owner,7,Ford,Premium,Low,Recent,13.592367006650065,0,0,4,1,8,2,0,1
Fiat Grande Punto Active (Diesel),2009,125000,95000,Diesel,Individual,Manual,Second Owner,15,Fiat,Budget,Medium,Old,11.736069016284437,1,0,1,1,6,0,1,2
Volkswagen Polo Diesel Trendline 1.2L,2012,295000,90000,Diesel,Individual,Manual,First Owner,12,Volkswagen,Budget,Medium,Old,12.594730635321957,0,0,1,1,27,0,1,2
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000,45839,Petrol,Dealer,Manual,First Owner,11,Ford,Premium,Low,Old,13.38472764187182,0,0,4,0,8,2,0,2
Chevrolet Aveo 1.4 LS,2010,200000,74510,Petrol,Dealer,Manual,First Owner,14,Chevrolet,Budget,Medium,Old,12.206072645530174,0,0,4,0,3,0,1,2
Chevrolet Aveo U-VA 1.2 LS,2009,130000,87293,Petrol,Dealer,Manual,First Owner,15,Chevrolet,Budget,Medium,Old,11.77528972943772,0,0,4,0,3,0,1,2
Ford Figo Diesel EXI,2012,250000,156040,Diesel,Dealer,Manual,First Owner,12,Ford,Budget,High,Old,12.429216196844383,0,0,1,0,8,0,2,2
Ford Endeavour 2.5L 4X2 MT,2004,400000,93415,Diesel,Dealer,Manual,First Owner,20,Ford,Mid-Range,Medium,Very Old,12.89921982609012,0,0,1,0,8,1,1,3
Ford Aspire Titanium BSIV,2017,430000,101159,Petrol,Dealer,Manual,First Owner,7,Ford,Mid-Range,High,Recent,12.971540487669746,0,0,4,0,8,1,2,1
Hyundai EON 1.0 Kappa Magna Plus,2015,170000,80000,Petrol,Individual,Manual,Second Owner,9,Hyundai,Budget,Medium,Old,12.043553716032399,1,0,4,1,10,0,1,2
Tata Tiago 2019-2020 XZ,2019,450000,12000,Petrol,Individual,Manual,First Owner,5,Tata,Mid-Range,Low,Recent,13.017002861746503,0,0,4,1,25,1,0,1
Maruti Swift ZXI,2013,350000,90000,Petrol,Individual,Manual,First Owner,11,Maruti,Mid-Range,Medium,Old,12.765688433465597,0,0,4,1,18,1,1,2
Chevrolet Spark 1.0 LT,2011,130000,68519,Petrol,Dealer,Manual,First Owner,13,Chevrolet,Budget,Medium,Old,11.77528972943772,0,0,4,0,3,0,1,2
Chevrolet Beat Diesel LS,2012,180000,55130,Diesel,Dealer,Manual,First Owner,12,Chevrolet,Budget,Medium,Old,12.100712129872347,0,0,1,0,3,0,1,2
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,475000,65239,Petrol,Dealer,Manual,First Owner,10,Ford,Mid-Range,Medium,Old,13.071070083016778,0,0,4,0,8,1,1,2
Volkswagen Polo 1.2 MPI Comfortline,2015,470000,58182,Petrol,Dealer,Manual,First Owner,9,Volkswagen,Mid-Range,Medium,Old,13.060487973686241,0,0,4,0,27,1,1,2
Ford Fiesta Diesel Trend,2012,200000,91245,Diesel,Dealer,Manual,First Owner,12,Ford,Budget,Medium,Old,12.206072645530174,0,0,1,0,8,0,1,2
Mahindra XUV500 W8 2WD,2013,650000,102989,Diesel,Dealer,Manual,First Owner,11,Mahindra,Premium,High,Old,13.38472764187182,0,0,1,0,17,2,2,2
Honda City 1.5 E MT,2010,400000,50000,Petrol,Individual,Manual,First Owner,14,Honda,Mid-Range,Low,Old,12.89921982609012,0,0,4,1,9,1,0,2
Maruti Zen VXI,2000,100000,120000,Petrol,Individual,Manual,First Owner,24,Maruti,Budget,High,Very Old,11.512925464970229,0,0,4,1,18,0,2,3
Maruti Swift Dzire VDI,2014,409999,90000,Diesel,Individual,Manual,First Owner,10,Maruti,Mid-Range,Medium,Old,12.923909999653127,0,0,1,1,18,1,1,2
Maruti Swift VDI BSIV,2018,640000,25000,Diesel,Individual,Manual,First Owner,6,Maruti,Premium,Low,Recent,13.369223455335854,0,0,1,1,18,2,0,1
Maruti Wagon R LXI Minor,2007,160000,80000,Petrol,Individual,Manual,Second Owner,17,Maruti,Budget,Medium,Very Old,11.982929094215963,1,0,4,1,18,0,1,3
Maruti Baleno Zeta 1.3,2018,750000,70000,Diesel,Individual,Manual,First Owner,6,Maruti,Premium,Medium,Recent,13.527828485512494,0,0,1,1,18,2,1,1
Mahindra Jeep MM 550 XDB,2002,150000,50000,Diesel,Individual,Manual,Third Owner,22,Mahindra,Budget,Low,Very Old,11.918390573078392,2,0,1,1,17,0,0,3
Maruti Alto STD,2008,80000,100000,Petrol,Individual,Manual,Second Owner,16,Maruti,Budget,Medium,Very Old,11.289781913656018,1,0,4,1,18,0,1,3
Maruti Celerio VDi,2016,240000,90000,Diesel,Individual,Manual,Third Owner,8,Maruti,Budget,Medium,Old,12.388394202324129,2,0,1,1,18,0,1,2
Maruti Esteem Lxi,2005,60000,60000,Petrol,Individual,Manual,Third Owner,19,Maruti,Budget,Medium,Very Old,11.002099841204238,2,0,4,1,18,0,1,3
Maruti Alto LX,2007,70000,120000,Petrol,Individual,Manual,Third Owner,17,Maruti,Budget,High,Very Old,11.156250521031495,2,0,4,1,18,0,2,3
Volkswagen Jetta 1.9 Highline TDI,2008,285000,90000,Diesel,Individual,Automatic,Second Owner,16,Volkswagen,Budget,Medium,Very Old,12.560244459250788,1,1,1,1,27,0,1,3
Maruti Swift VDI BSIV,2015,350000,60000,Diesel,Individual,Manual,Second Owner,9,Maruti,Mid-Range,Medium,Old,12.765688433465597,1,0,1,1,18,1,1,2
Hyundai i20 Active 1.4 SX with AVN,2015,699000,30000,Diesel,Individual,Manual,Second Owner,9,Hyundai,Premium,Low,Old,13.457406021215947,1,0,1,1,10,2,0,2
Ford Figo Diesel ZXI,2011,275000,108000,Diesel,Individual,Manual,Second Owner,13,Ford,Budget,High,Old,12.524526376648708,1,0,1,1,8,0,2,2
Hyundai i20 1.4 CRDi Magna,2012,350000,160000,Diesel,Individual,Manual,Second Owner,12,Hyundai,Mid-Range,High,Old,12.765688433465597,1,0,1,1,10,1,2,2
Maruti Alto LXi BSIII,2006,135000,90000,Petrol,Individual,Manual,Third Owner,18,Maruti,Budget,Medium,Very Old,11.813030057420567,2,0,4,1,18,0,1,3
Mahindra Xylo E4 8S,2010,325000,120000,Diesel,Individual,Manual,Third Owner,14,Mahindra,Mid-Range,High,Old,12.691580461311874,2,0,1,1,17,1,2,2
Mahindra XUV500 W8 2WD,2012,650000,102000,Diesel,Individual,Manual,Second Owner,12,Mahindra,Premium,High,Old,13.38472764187182,1,0,1,1,17,2,2,2
Mahindra Bolero SLE,2009,300000,178000,Diesel,Individual,Manual,Second Owner,15,Mahindra,Budget,High,Old,12.611537753638338,1,0,1,1,17,0,2,2
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1200000,200000,Diesel,Individual,Manual,Second Owner,10,Toyota,Luxury,High,Old,13.997832114758229,1,0,1,1,26,3,2,2
Ford Fiesta Petrol Trend,2012,450000,60000,Petrol,Dealer,Manual,First Owner,12,Ford,Mid-Range,Medium,Old,13.017002861746503,0,0,4,0,8,1,1,2
Tata Tiago 1.2 Revotron XE,2019,425000,3000,Petrol,Individual,Manual,First Owner,5,Tata,Mid-Range,Low,Recent,12.959844447906553,0,0,4,1,25,1,0,1
Maruti Alto LXi,2006,150000,75118,Petrol,Individual,Manual,Second Owner,18,Maruti,Budget,Medium,Very Old,11.918390573078392,1,0,4,1,18,0,1,3
Maruti Ritz LDi,2013,290000,140000,Diesel,Individual,Manual,Second Owner,11,Maruti,Budget,High,Old,12.577636201962656,1,0,1,1,18,0,2,2
Hyundai Xcent 1.2 Kappa Base,2014,335000,60000,Petrol,Individual,Manual,Second Owner,10,Hyundai,Mid-Range,Medium,Old,12.721885810807203,1,0,4,1,10,1,1,2
Chevrolet Optra 1.6,2006,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner,18,Chevrolet,Budget,Medium,Very Old,11.695247021764184,3,0,4,0,3,0,1,3
Ford Ikon 1.6 ZXI NXt,2005,20000,25000,Petrol,Individual,Manual,Second Owner,19,Ford,Budget,Low,Very Old,9.903487552536127,1,0,4,1,8,0,0,3
Tata Indigo LS,2012,220000,70000,Diesel,Individual,Manual,Second Owner,12,Tata,Budget,Medium,Old,12.301382825334498,1,0,1,1,25,0,1,2
Ford Ikon 1.3 Flair,2005,61000,4637,Petrol,Individual,Manual,Second Owner,19,Ford,Budget,Low,Very Old,11.018629143155449,1,0,4,1,8,0,0,3
Maruti Swift VDI BSIV,2016,620000,70000,Diesel,Individual,Manual,First Owner,8,Maruti,Premium,Medium,Old,13.337474757021274,0,0,1,1,18,2,1,2
Maruti Swift Dzire LDIX Limited Edition,2014,425000,100000,Diesel,Individual,Manual,Second Owner,10,Maruti,Mid-Range,Medium,Old,12.959844447906553,1,0,1,1,18,1,1,2
Tata Indica Vista Aqua 1.3 Quadrajet,2009,85000,120000,Diesel,Individual,Manual,Second Owner,15,Tata,Budget,High,Old,11.350406535472453,1,0,1,1,25,0,2,2
Maruti Swift 1.3 DLX,2015,270000,40000,Diesel,Individual,Manual,Second Owner,9,Maruti,Budget,Low,Old,12.506177237980511,1,0,1,1,18,0,0,2
Maruti Swift Vdi BSIII,2009,180000,220000,Diesel,Individual,Manual,First Owner,15,Maruti,Budget,Very High,Old,12.100712129872347,0,0,1,1,18,0,3,2
Mahindra KUV 100 mFALCON G80 K2,2017,450000,30000,Petrol,Individual,Manual,First Owner,7,Mahindra,Mid-Range,Low,Recent,13.017002861746503,0,0,4,1,17,1,0,1
Tata New Safari DICOR 2.2 VX 4x4,2012,450000,42655,Diesel,Individual,Manual,First Owner,12,Tata,Mid-Range,Low,Old,13.017002861746503,0,0,1,1,25,1,0,2
Renault KWID 1.0 RXL,2017,250000,43000,Petrol,Individual,Manual,Second Owner,7,Renault,Budget,Low,Recent,12.429216196844383,1,0,4,1,23,0,0,1
Toyota Innova 2.5 VX 8 STR BSIV,2012,725000,70000,Diesel,Individual,Manual,First Owner,12,Toyota,Premium,Medium,Old,13.493926933836812,0,0,1,1,26,2,1,2
Hyundai i20 Magna,2010,250000,55000,Petrol,Individual,Manual,First Owner,14,Hyundai,Budget,Medium,Old,12.429216196844383,0,0,4,1,10,0,1,2
Fiat Punto 1.3 Active,2010,99000,80000,Diesel,Individual,Manual,Second Owner,14,Fiat,Budget,Medium,Old,11.502875129116727,1,0,1,1,6,0,1,2
Renault KWID 1.0,2017,350000,55000,Petrol,Individual,Manual,First Owner,7,Renault,Mid-Range,Medium,Recent,12.765688433465597,0,0,4,1,23,1,1,1
Hyundai Xcent 1.2 VTVT E Plus,2018,511000,70000,Petrol,Individual,Manual,First Owner,6,Hyundai,Mid-Range,Medium,Recent,13.144124869185841,0,0,4,1,10,1,1,1
Maruti Ritz VDi,2012,300000,80000,Diesel,Individual,Manual,First Owner,12,Maruti,Budget,Medium,Old,12.611537753638338,0,0,1,1,18,0,1,2
Audi Q5 2.0 TFSI Quattro,2010,1100000,110000,Petrol,Individual,Automatic,First Owner,14,Audi,Luxury,High,Old,13.9108207377686,0,1,4,1,1,3,2,2
Hyundai i10 Sportz 1.2,2010,125000,60000,Petrol,Individual,Manual,Third Owner,14,Hyundai,Budget,Medium,Old,11.736069016284437,2,0,4,1,10,0,1,2
Tata Tiago 1.2 Revotron XZ,2018,500000,30000,Petrol,Individual,Manual,First Owner,6,Tata,Mid-Range,Low,Recent,13.122363377404328,0,0,4,1,25,1,0,1
Renault Duster 85PS Diesel RxL,2013,385000,80000,Diesel,Individual,Manual,Second Owner,11,Renault,Mid-Range,Medium,Old,12.86099861326992,1,0,1,1,23,1,1,2
Skoda Rapid 1.6 MPI Elegance,2012,350000,90000,Petrol,Individual,Manual,First Owner,12,Skoda,Mid-Range,Medium,Old,12.765688433465597,0,0,4,1,24,1,1,2
Maruti 800 Std BSIII,2003,60000,50000,Petrol,Individual,Manual,First Owner,21,Maruti,Budget,Low,Very Old,11.002099841204238,0,0,4,1,18,0,0,3
Hyundai Santro Xing GLS,2012,300000,50000,Petrol,Individual,Manual,First Owner,12,Hyundai,Budget,Low,Old,12.611537753638338,0,0,4,1,10,0,0,2
Hyundai i20 1.4 CRDi Asta,2012,400000,70000,Diesel,Individual,Manual,First Owner,12,Hyundai,Mid-Range,Medium,Old,12.89921982609012,0,0,1,1,10,1,1,2
Ford Ecosport 1.5 DV5 MT Titanium,2014,550000,110000,Diesel,Individual,Manual,First Owner,10,Ford,Mid-Range,High,Old,13.217673557208654,0,0,1,1,8,1,2,2
Nissan Sunny XL,2012,300000,80000,Petrol,Individual,Manual,Second Owner,12,Nissan,Budget,Medium,Old,12.611537753638338,1,0,4,1,21,0,1,2
Maruti Swift VDI,2012,250000,156000,Diesel,Individual,Manual,First Owner,12,Maruti,Budget,High,Old,12.429216196844383,0,0,1,1,18,0,2,2
Toyota Innova 2.5 GX 7 STR,2012,800000,180000,Diesel,Individual,Manual,First Owner,12,Toyota,Premium,High,Old,13.592367006650065,0,0,1,1,26,2,2,2
Maruti Eeco 5 Seater AC BSIV,2018,300000,25000,Petrol,Individual,Manual,First Owner,6,Maruti,Budget,Low,Recent,12.611537753638338,0,0,4,1,18,0,0,1
Maruti Alto LX,2004,80000,120000,Petrol,Individual,Manual,First Owner,20,Maruti,Budget,High,Very Old,11.289781913656018,0,0,4,1,18,0,2,3
Mahindra Scorpio S5 BSIV,2020,1200000,11000,Diesel,Individual,Manual,First Owner,4,Mahindra,Luxury,Low,Recent,13.997832114758229,0,0,1,1,17,3,0,1
Renault KWID AMT,2017,355000,40000,Petrol,Individual,Automatic,First Owner,7,Renault,Mid-Range,Low,Recent,12.779873068457553,0,1,4,1,23,1,0,1
Maruti Swift Dzire VDI,2015,520000,50000,Diesel,Individual,Manual,First Owner,9,Maruti,Mid-Range,Low,Old,13.16158409055761,0,0,1,1,18,1,0,2
Hyundai Verna 1.6 CRDI,2012,500000,26000,Diesel,Individual,Manual,First Owner,12,Hyundai,Mid-Range,Low,Old,13.122363377404328,0,0,1,1,10,1,0,2
Maruti Alto LXi,2008,114999,30000,Petrol,Individual,Manual,First Owner,16,Maruti,Budget,Low,Very Old,11.652678711655406,0,0,4,1,18,0,0,3
Toyota Fortuner 4x2 Manual,2014,1800000,50000,Diesel,Individual,Manual,First Owner,10,Toyota,Luxury,Low,Old,14.403297222866392,0,0,1,1,26,3,0,2
Mahindra TUV 300 T6 Plus,2018,800000,20000,Diesel,Individual,Manual,First Owner,6,Mahindra,Premium,Low,Recent,13.592367006650065,0,0,1,1,17,2,0,1
Maruti Alto LXi BSIII,2008,105000,30000,Petrol,Individual,Manual,Second Owner,16,Maruti,Budget,Low,Very Old,11.56171562913966,1,0,4,1,18,0,0,3
Maruti Alto LXi,2011,135000,78000,Petrol,Individual,Manual,First Owner,13,Maruti,Budget,Medium,Old,11.813030057420567,0,0,4,1,18,0,1,2
Maruti Wagon R VXI BS IV,2011,170000,40000,Petrol,Individual,Manual,Second Owner,13,Maruti,Budget,Low,Old,12.043553716032399,1,0,4,1,18,0,0,2
Hyundai Verna 1.6 SX VTVT,2014,550000,100000,Petrol,Individual,Manual,First Owner,10,Hyundai,Mid-Range,Medium,Old,13.217673557208654,0,0,4,1,10,1,1,2
Honda City 1.5 V MT,2009,250000,70000,Petrol,Individual,Manual,Third Owner,15,Honda,Budget,Medium,Old,12.429216196844383,2,0,4,1,9,0,1,2
Hyundai Elantra CRDi SX,2014,650000,30000,Diesel,Individual,Manual,Second Owner,10,Hyundai,Premium,Low,Old,13.38472764187182,1,0,1,1,10,2,0,2
Honda City 1.5 V AT Exclusive,2008,210000,77000,Petrol,Individual,Automatic,Third Owner,16,Honda,Budget,Medium,Very Old,12.254862809699606,2,1,4,1,9,0,1,3
Volkswagen Vento Diesel Highline,2011,260000,150000,Diesel,Individual,Manual,First Owner,13,Volkswagen,Budget,High,Old,12.468436909997665,0,0,1,1,27,0,2,2
Maruti Swift Dzire ZDI,2016,750000,69000,Diesel,Individual,Manual,First Owner,8,Maruti,Premium,Medium,Old,13.527828485512494,0,0,1,1,18,2,1,2
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1350000,120000,Diesel,Individual,Automatic,First Owner,8,Toyota,Luxury,High,Old,14.115615150414612,0,1,1,1,26,3,2,2
Maruti Ritz VDi,2012,220000,120000,Diesel,Individual,Manual,Second Owner,12,Maruti,Budget,High,Old,12.301382825334498,1,0,1,1,18,0,2,2
Hyundai Getz 1.3 GLS,2008,110000,110000,Petrol,Individual,Manual,Second Owner,16,Hyundai,Budget,High,Very Old,11.608235644774552,1,0,4,1,10,0,2,3
Mahindra XUV500 AT W8 FWD,2017,1230000,70000,Diesel,Individual,Automatic,First Owner,7,Mahindra,Luxury,Medium,Recent,14.0225247273486,0,1,1,1,17,3,1,1
Mahindra Quanto C6,2013,220000,110000,Diesel,Individual,Manual,First Owner,11,Mahindra,Budget,High,Old,12.301382825334498,0,0,1,1,17,0,2,2
Tata Indigo LX Dicor,2009,130000,50000,Diesel,Individual,Manual,First Owner,15,Tata,Budget,Low,Old,11.77528972943772,0,0,1,1,25,0,0,2
Hyundai i20 1.2 Magna,2012,330000,44000,Petrol,Individual,Manual,First Owner,12,Hyundai,Mid-Range,Low,Old,12.706847933442663,0,0,4,1,10,1,0,2
Honda City 1.5 S MT,2010,254999,90000,Petrol,Individual,Manual,Second Owner,14,Honda,Budget,Medium,Old,12.449014902564246,1,0,4,1,9,0,1,2
Hyundai Verna 1.6 SX VTVT (O),2014,600000,50000,Petrol,Individual,Manual,Second Owner,10,Hyundai,Mid-Range,Low,Old,13.304684934198283,1,0,4,1,10,1,0,2
Hyundai i10 Magna,2012,210000,50000,Petrol,Individual,Manual,First Owner,12,Hyundai,Budget,Low,Old,12.254862809699606,0,0,4,1,10,0,0,2
Chevrolet Enjoy TCDi LT 7 Seater,2014,300000,146000,Diesel,Individual,Manual,First Owner,10,Chevrolet,Budget,High,Old,12.611537753638338,0,0,1,1,3,0,2,2
Tata Tiago 1.2 Revotron XTA,2018,426000,15000,Petrol,Individual,Automatic,First Owner,6,Tata,Mid-Range,Low,Recent,12.962194625251508,0,1,4,1,25,1,0,1
Maruti Alto K10 VXI,2015,265000,60000,Petrol,Individual,Manual,First Owner,9,Maruti,Budget,Medium,Old,12.487485104968359,0,0,4,1,18,0,1,2
Hyundai Xcent 1.2 Kappa SX,2016,450000,35000,Petrol,Individual,Manual,Second Owner,8,Hyundai,Mid-Range,Low,Old,13.017002861746503,1,0,4,1,10,1,0,2
Hyundai Verna 1.6 SX,2012,480000,80000,Diesel,Individual,Manual,First Owner,12,Hyundai,Mid-Range,Medium,Old,13.081541382884074,0,0,1,1,10,1,1,2
Tata Nano Lx,2010,40000,90000,Petrol,Individual,Manual,First Owner,14,Tata,Budget,Medium,Old,10.596634733096073,0,0,4,1,25,0,1,2
Honda City 1.5 S MT,2011,395000,70000,Petrol,Individual,Manual,Second Owner,13,Honda,Mid-Range,Medium,Old,12.886641043883259,1,0,4,1,9,1,1,2
Maruti Wagon R VXI BS IV,2013,229999,62000,Petrol,Individual,Manual,Second Owner,11,Maruti,Budget,Medium,Old,12.345830240069793,1,0,4,1,18,0,1,2
Ford Ecosport 1.5 Petrol Titanium Plus AT,2018,875000,10000,Petrol,Individual,Automatic,First Owner,6,Ford,Premium,Low,Recent,13.681979165339751,0,1,4,1,8,2,0,1
Maruti Eeco 5 STR With AC Plus HTR CNG,2010,170000,80000,CNG,Individual,Manual,Fourth & Above Owner,14,Maruti,Budget,Medium,Old,12.043553716032399,3,0,0,1,18,0,1,2
Hyundai i20 Sportz 1.2,2015,500000,35000,Petrol,Individual,Manual,Second Owner,9,Hyundai,Mid-Range,Low,Old,13.122363377404328,1,0,4,1,10,1,0,2
Maruti Ignis 1.2 Sigma BSIV,2019,450000,40000,Petrol,Individual,Manual,First Owner,5,Maruti,Mid-Range,Low,Recent,13.017002861746503,0,0,4,1,18,1,0,1
