name,selling_price,car_age,km_driven,brand,fuel,transmission,owner,cluster_kmeans,cluster_dbscan,high_risk
Hyundai i20 1.2 Era,250000,14,34500,Hyundai,Petrol,Manual,Second Owner,2,3,0
Ford Ikon 1.4 ZXi,22000,24,42743,Ford,Petrol,Manual,Third Owner,1,6,0
Chevrolet Beat Diesel LS,130000,11,93900,Chevrolet,Diesel,Manual,Second Owner,0,2,0
Maruti Zen VXi - BS III,79000,20,80000,Maruti,Petrol,Manual,First Owner,1,0,0
Chevrolet Beat Diesel LS,120000,12,110000,Chevrolet,Diesel,Manual,First Owner,0,1,0
BMW 7 Series 730Ld,1700000,13,100000,BMW,Diesel,Automatic,Second Owner,3,-1,0
Chevrolet Optra Magnum 2.0 LT,300000,12,25000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Maruti A-Star Lxi,145000,15,25000,Maruti,Petrol,Manual,First Owner,2,0,0
Ford Endeavour 3.2 Titanium AT 4X4,3200000,5,20000,Ford,Diesel,Automatic,First Owner,3,-1,0
Chevrolet Spark 1.0 LT,240000,11,10000,Chevrolet,Petrol,Manual,First Owner,2,0,0
Honda WR-V i-DTEC VX,700000,6,30000,Honda,Diesel,Manual,First Owner,0,1,0
Hyundai Accent GLX,145000,14,110000,Hyundai,Petrol,Manual,Second Owner,1,3,0
Maruti Ertiga VDI Limited Edition,535000,10,80000,Maruti,Diesel,Manual,Second Owner,0,2,0
Mahindra KUV 100 mFALCON G80 K2 Plus,420000,8,21000,Mahindra,Petrol,Manual,First Owner,2,0,0
Maruti Alto K10 VXI,350000,8,20000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift VDI BSIV,550000,9,32000,Maruti,Diesel,Manual,First Owner,0,1,0
Mitsubishi Montero 3.2 MT,750000,17,180000,Mitsubishi,Diesel,Manual,First Owner,0,-1,1
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,198000,12,70000,Tata,Diesel,Manual,Second Owner,0,2,0
Hyundai i20 Magna Optional 1.4 CRDi,420000,11,50000,Hyundai,Diesel,Manual,First Owner,0,1,0
Ford Endeavour 4x2 XLT,195000,20,120000,Ford,Diesel,Manual,First Owner,1,1,1
Hyundai EON Sportz,150000,12,55766,Hyundai,Petrol,Manual,Second Owner,2,3,0
Nissan Micra XL,275000,13,40000,Nissan,Petrol,Manual,Second Owner,2,3,0
Maruti 800 Std,65000,23,60000,Maruti,Petrol,Manual,Third Owner,1,6,0
Maruti Swift LXi BSIV,200000,16,50000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift Dzire VDi,250000,14,110000,Maruti,Diesel,Manual,Second Owner,1,2,0
Tata Indigo TDI,182000,11,100000,Tata,Diesel,Manual,First Owner,0,1,0
Maruti Zen VX,85000,23,86000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Swift VDI,400000,11,50000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Baleno Delta 1.3,650000,7,20000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai i10 Magna 1.2,400000,14,50000,Hyundai,Petrol,Manual,First Owner,2,0,0
Tata Manza Aura (ABS) Quadrajet BS IV,295000,12,80000,Tata,Diesel,Manual,Second Owner,0,2,0
Maruti Omni LPG STD BSIV,60000,18,135000,Maruti,LPG,Manual,Fourth & Above Owner,1,-1,1
Maruti Zen D PS,110000,21,120000,Maruti,Diesel,Manual,Third Owner,1,7,1
Fiat Linea 1.3 Multijet Emotion,550000,9,113600,Fiat,Diesel,Manual,First Owner,0,1,0
Hyundai Santro Xing GLS,190000,16,70000,Hyundai,Petrol,Manual,Third Owner,1,6,0
Ford Aspire Titanium Plus Diesel BSIV,861999,6,20000,Ford,Diesel,Manual,First Owner,0,1,0
Ford Aspire Titanium Plus BSIV,782000,6,14000,Ford,Petrol,Manual,First Owner,2,0,0
Ford Freestyle Titanium Plus Diesel BSIV,836000,6,26000,Ford,Diesel,Manual,First Owner,0,1,0
Honda City i VTEC V,696000,8,138925,Honda,Petrol,Manual,First Owner,2,-1,0
Honda Jazz 1.5 VX i DTEC,596000,8,121764,Honda,Diesel,Manual,First Owner,0,1,0
Honda Jazz 1.2 VX i VTEC,612000,8,105429,Honda,Petrol,Manual,First Owner,2,0,0
Maruti Alto 800 LXI,114999,9,35000,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Bolt Quadrajet XE,340000,7,60000,Tata,Diesel,Manual,First Owner,0,1,0
Maruti Swift ZXI Plus,550000,4,5000,Maruti,Petrol,Manual,First Owner,2,0,0
Chevrolet Aveo U-VA 1.2 LT,114999,16,70000,Chevrolet,Petrol,Manual,Third Owner,1,6,0
Maruti Wagon R VXI,105000,24,80000,Maruti,Petrol,Manual,First Owner,1,0,0
Maruti Vitara Brezza ZDi,890000,5,20000,Maruti,Diesel,Manual,First Owner,0,1,0
Tata Nexon 1.2 Revotron XZ Plus,715000,5,8000,Tata,Petrol,Manual,First Owner,2,0,0
Hyundai i20 Asta (o),525000,10,54000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Hyundai i20 Asta 1.2,475000,10,23122,Hyundai,Petrol,Manual,Second Owner,2,3,0
Chevrolet Cruze LT,349000,12,44500,Chevrolet,Diesel,Manual,Second Owner,0,2,0
Volkswagen Polo GTI,825000,7,13599,Volkswagen,Petrol,Automatic,First Owner,3,5,0
Mahindra Scorpio SLE BSIV,550000,10,100000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Maruti Swift 1.3 VXI ABS,95000,18,110000,Maruti,Petrol,Manual,Third Owner,1,6,1
Toyota Innova 2.5 G (Diesel) 7 Seater,725000,10,90000,Toyota,Diesel,Manual,Second Owner,0,2,0
Tata Tigor 1.2 Revotron XZ Option,670000,5,17000,Tata,Petrol,Manual,First Owner,2,0,0
Maruti Alto LX,65000,16,140000,Maruti,Petrol,Manual,First Owner,1,0,1
Mahindra Xylo D4,500000,9,50000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Mahindra KUV 100 mFALCON G80 K8 5str,600000,7,53000,Mahindra,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R VXI Optional,350000,7,70000,Maruti,Petrol,Manual,Second Owner,2,3,0
Chevrolet Beat Diesel LT,200000,12,70000,Chevrolet,Diesel,Manual,Second Owner,0,2,0
Hyundai EON Sportz,150000,12,80000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Zen D PS,75000,21,110000,Maruti,Diesel,Manual,Second Owner,1,2,1
Honda Amaze EX i-Dtech,350000,11,90000,Honda,Diesel,Manual,Second Owner,0,2,0
Toyota Innova Crysta 2.4 VX MT 8S BSIV,1700000,6,15000,Toyota,Diesel,Manual,First Owner,0,1,0
BMW X1 sDrive20d,890000,13,86000,BMW,Diesel,Automatic,Second Owner,3,-1,0
Mahindra Scorpio M2DI,500000,10,120000,Mahindra,Diesel,Manual,First Owner,0,1,0
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,600000,5,5200,Hyundai,Petrol,Manual,First Owner,2,0,0
Chevrolet Beat LS,99000,14,60000,Chevrolet,Petrol,Manual,Second Owner,1,3,0
Hyundai i10 Era 1.1 iTech SE,235000,13,46000,Hyundai,Petrol,Manual,First Owner,2,0,0
Tata Indigo GLX,75000,18,40000,Tata,Petrol,Manual,Second Owner,1,3,0
Honda City i DTEC VX,600000,10,90000,Honda,Diesel,Manual,Second Owner,0,2,0
Hyundai Verna CRDi 1.6 SX,1000000,5,25000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Hyundai Verna 1.6 SX,390000,12,90000,Hyundai,Diesel,Manual,First Owner,0,1,0
Volkswagen Polo 1.5 TDI Highline,600000,9,70000,Volkswagen,Diesel,Manual,First Owner,0,1,0
Hyundai i20 1.2 Spotz,600000,7,70000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Hyundai Elite i20 Magna Plus Diesel,730000,5,35000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Hyundai Grand i10 1.2 Kappa Magna AT,450000,7,12700,Hyundai,Petrol,Automatic,First Owner,3,5,0
Maruti Ritz LDi,250000,13,80000,Maruti,Diesel,Manual,First Owner,0,1,0
Mahindra XUV500 W10 2WD,1400000,6,20000,Mahindra,Diesel,Manual,First Owner,0,1,0
Renault KWID 1.0 RXT Optional,300000,6,20000,Renault,Petrol,Manual,First Owner,2,0,0
Ford EcoSport 1.5 Petrol Titanium BSIV,800000,7,19000,Ford,Petrol,Manual,First Owner,2,0,0
Fiat Grande Punto Active (Diesel),125000,15,95000,Fiat,Diesel,Manual,Second Owner,1,2,0
Volkswagen Polo Diesel Trendline 1.2L,295000,12,90000,Volkswagen,Diesel,Manual,First Owner,0,1,0
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,650000,11,45839,Ford,Petrol,Manual,First Owner,2,0,0
Chevrolet Aveo 1.4 LS,200000,14,74510,Chevrolet,Petrol,Manual,First Owner,2,0,0
Chevrolet Aveo U-VA 1.2 LS,130000,15,87293,Chevrolet,Petrol,Manual,First Owner,2,0,0
Ford Figo Diesel EXI,250000,12,156040,Ford,Diesel,Manual,First Owner,0,1,0
Ford Endeavour 2.5L 4X2 MT,400000,20,93415,Ford,Diesel,Manual,First Owner,1,-1,0
Ford Aspire Titanium BSIV,430000,7,101159,Ford,Petrol,Manual,First Owner,2,0,0
Hyundai EON 1.0 Kappa Magna Plus,170000,9,80000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Tata Tiago 2019-2020 XZ,450000,5,12000,Tata,Petrol,Manual,First Owner,2,0,0
Maruti Swift ZXI,350000,11,90000,Maruti,Petrol,Manual,First Owner,2,0,0
Chevrolet Spark 1.0 LT,130000,13,68519,Chevrolet,Petrol,Manual,First Owner,2,0,0
Chevrolet Beat Diesel LS,180000,12,55130,Chevrolet,Diesel,Manual,First Owner,0,1,0
Ford Ecosport 1.0 Ecoboost Titanium Optional,475000,10,65239,Ford,Petrol,Manual,First Owner,2,0,0
Volkswagen Polo 1.2 MPI Comfortline,470000,9,58182,Volkswagen,Petrol,Manual,First Owner,2,0,0
Ford Fiesta Diesel Trend,200000,12,91245,Ford,Diesel,Manual,First Owner,0,1,0
Mahindra XUV500 W8 2WD,650000,11,102989,Mahindra,Diesel,Manual,First Owner,0,1,0
Honda City 1.5 E MT,400000,14,50000,Honda,Petrol,Manual,First Owner,2,0,0
Maruti Zen VXI,100000,24,120000,Maruti,Petrol,Manual,First Owner,1,-1,1
Maruti Swift Dzire VDI,409999,10,90000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Swift VDI BSIV,640000,6,25000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R LXI Minor,160000,17,80000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Baleno Zeta 1.3,750000,6,70000,Maruti,Diesel,Manual,First Owner,0,1,0
Mahindra Jeep MM 550 XDB,150000,22,50000,Mahindra,Diesel,Manual,Third Owner,1,-1,0
Maruti Alto STD,80000,16,100000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Celerio VDi,240000,8,90000,Maruti,Diesel,Manual,Third Owner,1,7,0
Maruti Esteem Lxi,60000,19,60000,Maruti,Petrol,Manual,Third Owner,1,6,0
Maruti Alto LX,70000,17,120000,Maruti,Petrol,Manual,Third Owner,1,6,1
Volkswagen Jetta 1.9 Highline TDI,285000,16,90000,Volkswagen,Diesel,Automatic,Second Owner,3,-1,0
Maruti Swift VDI BSIV,350000,9,60000,Maruti,Diesel,Manual,Second Owner,0,2,0
Hyundai i20 Active 1.4 SX with AVN,699000,9,30000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Ford Figo Diesel ZXI,275000,13,108000,Ford,Diesel,Manual,Second Owner,1,2,0
Hyundai i20 1.4 CRDi Magna,350000,12,160000,Hyundai,Diesel,Manual,Second Owner,1,2,0
Maruti Alto LXi BSIII,135000,18,90000,Maruti,Petrol,Manual,Third Owner,1,6,0
Mahindra Xylo E4 8S,325000,14,120000,Mahindra,Diesel,Manual,Third Owner,1,7,0
Mahindra XUV500 W8 2WD,650000,12,102000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Mahindra Bolero SLE,300000,15,178000,Mahindra,Diesel,Manual,Second Owner,1,2,0
Toyota Innova 2.5 VX (Diesel) 8 Seater,1200000,10,200000,Toyota,Diesel,Manual,Second Owner,0,-1,0
Ford Fiesta Petrol Trend,450000,12,60000,Ford,Petrol,Manual,First Owner,2,0,0
Tata Tiago 1.2 Revotron XE,425000,5,3000,Tata,Petrol,Manual,First Owner,2,0,0
Maruti Alto LXi,150000,18,75118,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Ritz LDi,290000,11,140000,Maruti,Diesel,Manual,Second Owner,0,2,0
Hyundai Xcent 1.2 Kappa Base,335000,10,60000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Chevrolet Optra 1.6,120000,18,79000,Chevrolet,Petrol,Manual,Fourth & Above Owner,1,9,0
Ford Ikon 1.6 ZXI NXt,20000,19,25000,Ford,Petrol,Manual,Second Owner,1,3,0
Tata Indigo LS,220000,12,70000,Tata,Diesel,Manual,Second Owner,0,2,0
Ford Ikon 1.3 Flair,61000,19,4637,Ford,Petrol,Manual,Second Owner,1,3,0
Maruti Swift VDI BSIV,620000,8,70000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Swift Dzire LDIX Limited Edition,425000,10,100000,Maruti,Diesel,Manual,Second Owner,0,2,0
Tata Indica Vista Aqua 1.3 Quadrajet,85000,15,120000,Tata,Diesel,Manual,Second Owner,1,2,0
Maruti Swift 1.3 DLX,270000,9,40000,Maruti,Diesel,Manual,Second Owner,0,2,0
Maruti Swift Vdi BSIII,180000,15,220000,Maruti,Diesel,Manual,First Owner,1,-1,0
Mahindra KUV 100 mFALCON G80 K2,450000,7,30000,Mahindra,Petrol,Manual,First Owner,2,0,0
Tata New Safari DICOR 2.2 VX 4x4,450000,12,42655,Tata,Diesel,Manual,First Owner,0,1,0
Renault KWID 1.0 RXL,250000,7,43000,Renault,Petrol,Manual,Second Owner,2,3,0
Toyota Innova 2.5 VX 8 STR BSIV,725000,12,70000,Toyota,Diesel,Manual,First Owner,0,1,0
Hyundai i20 Magna,250000,14,55000,Hyundai,Petrol,Manual,First Owner,2,0,0
Fiat Punto 1.3 Active,99000,14,80000,Fiat,Diesel,Manual,Second Owner,1,2,0
Renault KWID 1.0,350000,7,55000,Renault,Petrol,Manual,First Owner,2,0,0
Hyundai Xcent 1.2 VTVT E Plus,511000,6,70000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Ritz VDi,300000,12,80000,Maruti,Diesel,Manual,First Owner,0,1,0
Audi Q5 2.0 TFSI Quattro,1100000,14,110000,Audi,Petrol,Automatic,First Owner,3,-1,0
Hyundai i10 Sportz 1.2,125000,14,60000,Hyundai,Petrol,Manual,Third Owner,1,6,0
Tata Tiago 1.2 Revotron XZ,500000,6,30000,Tata,Petrol,Manual,First Owner,2,0,0
Renault Duster 85PS Diesel RxL,385000,11,80000,Renault,Diesel,Manual,Second Owner,0,2,0
Skoda Rapid 1.6 MPI Elegance,350000,12,90000,Skoda,Petrol,Manual,First Owner,2,0,0
Maruti 800 Std BSIII,60000,21,50000,Maruti,Petrol,Manual,First Owner,1,0,0
Hyundai Santro Xing GLS,300000,12,50000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai i20 1.4 CRDi Asta,400000,12,70000,Hyundai,Diesel,Manual,First Owner,0,1,0
Ford Ecosport 1.5 DV5 MT Titanium,550000,10,110000,Ford,Diesel,Manual,First Owner,0,1,0
Nissan Sunny XL,300000,12,80000,Nissan,Petrol,Manual,Second Owner,1,3,0
Maruti Swift VDI,250000,12,156000,Maruti,Diesel,Manual,First Owner,0,1,0
Toyota Innova 2.5 GX 7 STR,800000,12,180000,Toyota,Diesel,Manual,First Owner,0,1,0
Maruti Eeco 5 Seater AC BSIV,300000,6,25000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Alto LX,80000,20,120000,Maruti,Petrol,Manual,First Owner,1,0,1
Mahindra Scorpio S5 BSIV,1200000,4,11000,Mahindra,Diesel,Manual,First Owner,0,1,0
Renault KWID AMT,355000,7,40000,Renault,Petrol,Automatic,First Owner,3,5,0
Maruti Swift Dzire VDI,520000,9,50000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai Verna 1.6 CRDI,500000,12,26000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Alto LXi,114999,16,30000,Maruti,Petrol,Manual,First Owner,2,0,0
Toyota Fortuner 4x2 Manual,1800000,10,50000,Toyota,Diesel,Manual,First Owner,0,-1,0
Mahindra TUV 300 T6 Plus,800000,6,20000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Alto LXi BSIII,105000,16,30000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Alto LXi,135000,13,78000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R VXI BS IV,170000,13,40000,Maruti,Petrol,Manual,Second Owner,2,3,0
Hyundai Verna 1.6 SX VTVT,550000,10,100000,Hyundai,Petrol,Manual,First Owner,2,0,0
Honda City 1.5 V MT,250000,15,70000,Honda,Petrol,Manual,Third Owner,1,6,0
Hyundai Elantra CRDi SX,650000,10,30000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Honda City 1.5 V AT Exclusive,210000,16,77000,Honda,Petrol,Automatic,Third Owner,3,-1,0
Volkswagen Vento Diesel Highline,260000,13,150000,Volkswagen,Diesel,Manual,First Owner,0,1,0
Maruti Swift Dzire ZDI,750000,8,69000,Maruti,Diesel,Manual,First Owner,0,1,0
Toyota Innova Crysta 2.8 GX AT BSIV,1350000,8,120000,Toyota,Diesel,Automatic,First Owner,3,-1,0
Maruti Ritz VDi,220000,12,120000,Maruti,Diesel,Manual,Second Owner,0,2,0
Hyundai Getz 1.3 GLS,110000,16,110000,Hyundai,Petrol,Manual,Second Owner,1,3,1
Mahindra XUV500 AT W8 FWD,1230000,7,70000,Mahindra,Diesel,Automatic,First Owner,3,10,0
Mahindra Quanto C6,220000,11,110000,Mahindra,Diesel,Manual,First Owner,0,1,0
Tata Indigo LX Dicor,130000,15,50000,Tata,Diesel,Manual,First Owner,0,1,0
Hyundai i20 1.2 Magna,330000,12,44000,Hyundai,Petrol,Manual,First Owner,2,0,0
Honda City 1.5 S MT,254999,14,90000,Honda,Petrol,Manual,Second Owner,1,3,0
Hyundai Verna 1.6 SX VTVT (O),600000,10,50000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Hyundai i10 Magna,210000,12,50000,Hyundai,Petrol,Manual,First Owner,2,0,0
Chevrolet Enjoy TCDi LT 7 Seater,300000,10,146000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Tata Tiago 1.2 Revotron XTA,426000,6,15000,Tata,Petrol,Automatic,First Owner,3,5,0
Maruti Alto K10 VXI,265000,9,60000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai Xcent 1.2 Kappa SX,450000,8,35000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Hyundai Verna 1.6 SX,480000,12,80000,Hyundai,Diesel,Manual,First Owner,0,1,0
Tata Nano Lx,40000,14,90000,Tata,Petrol,Manual,First Owner,2,0,0
Honda City 1.5 S MT,395000,13,70000,Honda,Petrol,Manual,Second Owner,1,3,0
Maruti Wagon R VXI BS IV,229999,11,62000,Maruti,Petrol,Manual,Second Owner,2,3,0
Ford Ecosport 1.5 Petrol Titanium Plus AT,875000,6,10000,Ford,Petrol,Automatic,First Owner,3,5,0
Maruti Eeco 5 STR With AC Plus HTR CNG,170000,14,80000,Maruti,CNG,Manual,Fourth & Above Owner,1,-1,0
Hyundai i20 Sportz 1.2,500000,9,35000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Maruti Ignis 1.2 Sigma BSIV,450000,5,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Ertiga VDI,550000,12,120000,Maruti,Diesel,Manual,Third Owner,1,7,0
Tata Manza Aura Safire BS IV,200000,11,60000,Tata,Petrol,Manual,First Owner,2,0,0
Tata Indica GLS BS IV,80000,16,90000,Tata,Petrol,Manual,Second Owner,1,3,0
Tata New Safari DICOR 2.2 EX 4x2,300000,14,250000,Tata,Diesel,Manual,Second Owner,1,-1,0
Ford Aspire Titanium Plus Diesel BSIV,675000,5,15000,Ford,Diesel,Manual,First Owner,0,1,0
Maruti Eeco 7 Seater Standard BSIV,260000,7,30000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R LXI,70000,23,117000,Maruti,Petrol,Manual,Second Owner,1,3,1
Maruti Alto LX,100000,20,70000,Maruti,Petrol,Manual,First Owner,1,0,0
Toyota Innova 2.5 VX (Diesel) 7 Seater,730000,12,110000,Toyota,Diesel,Manual,Second Owner,0,2,0
Nissan Terrano XL 85 PS,525000,8,100000,Nissan,Diesel,Manual,Second Owner,0,2,0
Nissan Terrano XL 85 PS,525000,8,105000,Nissan,Diesel,Manual,Second Owner,0,2,0
Toyota Innova 2.5 V Diesel 7-seater,550000,15,182000,Toyota,Diesel,Manual,Third Owner,1,-1,0
Toyota Corolla Altis Diesel D4DJ,420000,12,95000,Toyota,Diesel,Manual,Second Owner,0,2,0
Honda Amaze SX i-VTEC,500000,9,70000,Honda,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R LXI Minor,165000,15,76000,Maruti,Petrol,Manual,Second Owner,1,3,0
Hyundai Verna 1.6 SX,650000,10,70000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Chevrolet Beat Diesel LT,195000,11,46000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Maruti Zen LX,75000,25,70000,Maruti,Petrol,Manual,First Owner,1,0,0
Maruti Esteem Lxi - BSIII,90000,18,90000,Maruti,Petrol,Manual,First Owner,1,0,0
Hyundai Xcent 1.1 CRDi Base,515000,8,50000,Hyundai,Diesel,Manual,First Owner,0,1,0
Honda Jazz 1.5 VX i DTEC,700000,7,24585,Honda,Diesel,Manual,Test Drive Car,1,-1,0
Maruti Zen LX,62000,23,70000,Maruti,Petrol,Manual,First Owner,1,0,0
Toyota Etios GD SP,220000,13,110000,Toyota,Diesel,Manual,Third Owner,1,7,0
Hyundai Santro Magna CNG BSIV,520000,5,10000,Hyundai,CNG,Manual,First Owner,0,17,0
Fiat Linea Emotion,170000,14,100000,Fiat,Petrol,Manual,First Owner,2,0,0
Ford Figo Diesel Titanium,190000,13,110000,Ford,Diesel,Manual,Second Owner,1,2,0
Ford Figo Diesel Titanium,150000,13,100000,Ford,Diesel,Manual,Second Owner,1,2,0
Maruti Zen Estilo LXI BS IV,125000,15,65000,Maruti,Petrol,Manual,First Owner,2,0,0
Honda Amaze EX i-Dtech,290000,9,40000,Honda,Diesel,Manual,Third Owner,0,7,0
Maruti Celerio X ZXI BSIV,490000,5,13900,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Tigor 1.2 Revotron XZ Option,434999,7,17563,Tata,Petrol,Manual,First Owner,2,0,0
Tata Zest Revotron 1.2T XE,380000,8,15000,Tata,Petrol,Manual,First Owner,2,0,0
Volkswagen Polo Diesel Trendline 1.2L,200000,12,82000,Volkswagen,Diesel,Manual,Second Owner,0,2,0
Ford Figo 1.5D Trend MT,495000,8,40000,Ford,Diesel,Manual,First Owner,0,1,0
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,894999,10,173000,Toyota,Diesel,Manual,Third Owner,1,-1,0
Mahindra XUV500 W6 2WD,600000,10,151000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Honda Brio S MT,300000,9,50000,Honda,Petrol,Manual,First Owner,2,0,0
Honda Amaze E i-VTEC,430000,7,15000,Honda,Petrol,Manual,First Owner,2,0,0
Honda Amaze E i-DTEC,370000,7,80000,Honda,Diesel,Manual,First Owner,0,1,0
Maruti Baleno Zeta 1.2,750000,5,11000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Alto K10 LXI CNG Optional,300000,8,50000,Maruti,CNG,Manual,First Owner,0,-1,0
BMW X1 sDrive20d,700000,12,120000,BMW,Diesel,Automatic,Second Owner,3,-1,0
Maruti Wagon R LXI DUO BSIII,100000,17,70000,Maruti,LPG,Manual,Third Owner,1,-1,0
Hyundai Grand i10 Sportz,300000,9,90000,Hyundai,Petrol,Manual,First Owner,2,0,0
Tata Indica Vista Quadrajet VX,130000,12,185000,Tata,Diesel,Manual,Second Owner,1,2,0
Hyundai i20 Asta Option 1.4 CRDi,650000,8,40000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Swift VDI BSIV,509999,7,25000,Maruti,Diesel,Manual,First Owner,0,1,0
Toyota Innova 2.5 VX (Diesel) 7 Seater,1000000,11,117780,Toyota,Diesel,Manual,Second Owner,0,2,0
Hyundai Verna CRDi SX,280000,14,120000,Hyundai,Diesel,Manual,Second Owner,1,2,0
Maruti Swift DDiS VDI,600000,7,120000,Maruti,Diesel,Manual,First Owner,0,1,0
Skoda Rapid 1.6 TDI Ambition,210000,11,120000,Skoda,Diesel,Manual,Third Owner,1,7,0
Audi Q3 2.0 TDI Quattro Premium Plus,1150000,10,110000,Audi,Diesel,Automatic,Second Owner,3,-1,0
Hyundai EON Magna Plus,245000,6,30000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai Grand i10 Sportz,375000,8,25000,Hyundai,Petrol,Manual,First Owner,2,0,0
Mahindra Scorpio 1.99 S10,150000,9,55000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Mahindra XUV500 W10 2WD,1450000,6,20000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Ertiga VDI,500000,10,100000,Maruti,Diesel,Manual,Second Owner,0,2,0
Maruti Alto LXi,75000,17,40000,Maruti,Petrol,Manual,Second Owner,1,3,0
Hyundai Sonata AT Leather,225000,18,80000,Hyundai,Petrol,Automatic,Third Owner,1,-1,0
Hyundai Sonata 2.4L AT,275000,18,80000,Hyundai,Petrol,Automatic,Fourth & Above Owner,1,-1,0
Mahindra Bolero Power Plus SLX,620000,6,35000,Mahindra,Diesel,Manual,First Owner,0,1,0
Nissan X-Trail SLX MT,600000,14,110000,Nissan,Diesel,Manual,Second Owner,1,2,0
Mahindra Xylo E8 ABS Airbag BSIV,275000,13,160000,Mahindra,Diesel,Manual,First Owner,0,1,0
Tata Indigo TDI,125000,11,125000,Tata,Diesel,Manual,First Owner,0,1,0
Tata Indigo GLS,80000,13,62000,Tata,Petrol,Manual,Second Owner,1,3,0
Nissan Micra Diesel XV,199000,13,120000,Nissan,Diesel,Manual,Second Owner,1,2,0
Nissan Micra XL,440000,8,33000,Nissan,Petrol,Manual,Second Owner,2,3,0
Maruti Swift Dzire LDI,250000,11,80000,Maruti,Diesel,Manual,Fourth & Above Owner,1,14,0
Hyundai i20 1.4 Sportz,700000,7,35000,Hyundai,Diesel,Manual,First Owner,0,1,0
Hyundai Grand i10 CRDi Asta Option,450000,9,50000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Alto 800 Std Optional,240000,5,5000,Maruti,Petrol,Manual,First Owner,2,0,0
Ford EcoSport 1.5 TDCi Titanium BSIV,650000,8,81595,Ford,Diesel,Manual,First Owner,0,1,0
Hyundai Getz GLS ABS,71000,19,22000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Swift VXI Optional,400000,9,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Alto LXi BSIII,130000,16,40000,Maruti,Petrol,Manual,Second Owner,1,3,0
Mahindra Scorpio 2.6 CRDe SLE,300000,11,70000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Nissan Kicks XL D BSIV,1100000,5,4000,Nissan,Diesel,Manual,First Owner,0,1,0
BMW 3 Series 320d Luxury Line,2200000,9,24000,BMW,Diesel,Automatic,First Owner,3,-1,0
